Number of Parameters,R=0.5,R=0.6,R=0.7,R=0.8,R=0.9,R=1.0,R=1.1,R=1.2,R=1.3,R=1.4,R=1.5,R=1.6,R=1.7,R=1.8,R=1.9,R=2.0,R=2.1,R=2.2,R=2.3,R=2.4,R=2.5
23,0.246953171945767,0.190342468992338,0.168799821651953,0.168155036928816,0.192867626964413,0.244041836163939,0.194482215213654,0.482220879026635,0.441399440877843,0.294389395692687,0.514979921860145,0.343428212835598,0.547550821508779,0.56534769536869,0.317722974771293,0.618152138526306,0.756233883579251,0.431972241430916,0.264117512589018,0.02750715812943,0.108773176397222
24,0.246286396134812,0.189400029294113,0.167628991530369,0.077272933057097,0.19208523494613,0.242719384566724,0.188694797787823,0.282677926812351,0.158704342252643,0.290461297926544,0.262004420982288,0.338170424517619,0.213905267435137,0.553527012138687,0.3036261289113,0.605298981717649,0.744691434518581,0.421179021112638,0.255142808093483,0.02625441975558,0.023681599889814
25,0.057046444014001,0.050237693822643,0.166971502868182,0.05009199855105,0.191512424365243,0.134926438403521,0.053337409990264,0.280389291166341,0.157234270811229,0.147157204437311,0.25906218033319,0.130478098452337,0.208851165097896,0.429585593740896,0.290312060360429,0.596287043288125,0.368866367582522,0.412257907225095,0.247654856138124,0.024852952099315,0.005823284014358
26,0.05621010496157,0.032128145533716,0.058162926121455,0.012169683583344,0.110640198742519,0.029003524750053,0.04764797825068,0.084715413754741,0.156120858482504,0.145879752837149,0.08435425288416,0.127959651699988,0.198136926953459,0.41786991929031,0.2834734105719,0.215810133652633,0.359762950117866,0.245637723988297,0.243662028832445,0.022949152020227,0.005266926745918
27,0.040597971171864,0.032094773297367,0.037592111675463,0.012108277965499,0.069989085004506,0.02769855997473,0.047413076785474,0.046287742393327,0.080022975551253,0.055543091953041,0.083386769889001,0.118518864151846,0.18777031742617,0.414094052312673,0.278402661649785,0.208221104897292,0.354762317908247,0.24107853376835,0.240493442816305,0.022405953635904,0.004200430203159
28,0.020217545141602,0.009902371981801,0.011205702094275,0.012042091975076,0.013182822324953,0.027654661885104,0.045990580013909,0.044629775632115,0.036374733490253,0.054846912905979,0.076012213382953,0.109307758441523,0.184918602623376,0.066065312663647,0.275572837533202,0.206980885347306,0.350736828080701,0.237339622737581,0.14809120914642,0.021981257378697,0.002976822726387
29,0.019077682011842,0.009166487866277,0.010005079053902,0.010827683795666,0.012106423673574,0.024765503561414,0.027752090969545,0.040601816552793,0.034658183650184,0.049208217232889,0.068790695271237,0.108839036082418,0.180858556447623,0.061275481770075,0.270935278844133,0.202844827631077,0.114696712037237,0.097783463872549,0.146397840153006,0.021513723522181,0.00277286001366
30,0.00766406891204,0.006253979895227,0.006760811565679,0.010145439234922,0.011427528762491,0.021902304698219,0.024296342571723,0.036615393615038,0.029950387767135,0.043660012893328,0.068436907015644,0.106753054789284,0.079017415249488,0.056523570678588,0.166391482824923,0.199218987627089,0.114023093230002,0.095791718894496,0.145304646197038,0.002480575895937,0.002311906855449
31,0.007475477056641,0.005916323667379,0.006208878242548,0.006830111259977,0.008104489316016,0.013403949946191,0.020872692565401,0.015402704837419,0.025308676216654,0.04177104903345,0.066512532138757,0.103899124876564,0.076206330464638,0.053080542536527,0.041110218252392,0.196059086347839,0.111019046610643,0.093123006088227,0.14498719767333,0.002379248718384,0.001850635549251
32,0.007393363608198,0.005667098030943,0.005878846887725,0.006403816106712,0.007620790802792,0.007081896509859,0.009970382770786,0.014666437313755,0.024246700882983,0.041696483902809,0.064345369877451,0.102335599625495,0.073678856982142,0.052425531282241,0.039067210726967,0.193943420694764,0.107765051461484,0.092763023682527,0.1442046556802,0.002143908622593,0.00152060984252
33,0.00694900244221,0.005603410785658,0.00558602122866,0.006009180715477,0.007518111341356,0.00657340444859,0.009494198690155,0.014242819117592,0.024223094584625,0.040153822104162,0.064240509192413,0.101019760101529,0.071833919223048,0.052153898518654,0.038058385490235,0.037079953073908,0.10583338617404,0.091299635221494,0.094945668496724,0.002053427327887,0.001399342279329
34,0.002101681592404,0.005528045579979,0.005533895227679,0.005924894199557,0.006853054907943,0.006026395824792,0.009040727333345,0.014232838571052,0.02372816740798,0.039507884645227,0.063286667635988,0.05150943319975,0.029371693025773,0.051775686946503,0.037764830037926,0.03674770347133,0.105376821193232,0.09093734483282,0.049798477610401,0.001186818447911,0.000693969584113
35,0.001213819576208,0.005472220407521,0.005403291572277,0.005787131281471,0.006733523039005,0.005731175587591,0.008769582144901,0.01383964206109,0.023139379167155,0.038605531540907,0.061936439936955,0.019244056875803,0.006079021323551,0.050829958468041,0.037611716969953,0.031261579952436,0.01357473620526,0.048900301212763,0.012673461160868,0.001155414710428,0.000666166498082
36,0.001014193584948,0.005401663810422,0.005369993380889,0.005697830333227,0.00660798338805,0.005563541310566,0.008561519909395,0.01376361043851,0.023031515218674,0.017282561645418,0.028307561566672,0.019159216269455,0.004562982890923,0.050724605187333,0.036316574607968,0.030097319234088,0.013235563284669,0.002782347964531,0.012508105373455,0.001077489891303,0.000663230378605
37,0.00098731670353,0.005326425361885,0.004964757463852,0.005338519990292,0.006149449908376,0.005317095543102,0.008365441859634,0.006407929433709,0.010381303928894,0.001715749137466,0.003814514062702,0.019109595915722,0.004507497829025,0.024412869923201,0.01640993306079,0.002847133351849,0.012484595712425,0.00215460641329,0.012168323768671,0.001071455754867,0.000644009119821
38,0.000825644399564,0.002026771958242,0.004846602978084,0.005140870027572,0.005891857053241,0.005087321462029,0.008242905472122,0.006235767673052,0.001272193694608,0.001476559895351,0.002713538355639,0.017674405872611,0.004359161368236,0.023490504268751,0.01566959550771,0.002746114909911,0.011878506393574,0.001537385067233,0.011432272736254,0.001036974080301,0.000623025185914
39,0.000305979523771,0.00117374176711,0.004112329053689,0.004410790380587,0.005028793604502,0.004896885982209,0.008170517173237,0.001096198473427,0.001136147016235,0.001251762595998,0.002449394923129,0.012562199246849,0.003545766591337,0.00659137068727,0.014714379078378,0.002660469206884,0.011821444399306,0.000992608496523,0.000886158326684,0.00089684042935,0.000616843584894
40,0.000195495092421,0.000532795522794,0.001722998760705,0.00412970166864,0.004921653174721,0.004831265378399,0.003798850158904,0.000993764996601,0.001027697600151,0.001072662456864,0.002107024212651,0.002078113572214,0.003522002159777,0.005850949675744,0.014653018640811,0.002278396565774,0.008409237664954,0.000833293120088,0.000780245933906,0.000881743166181,0.000616682942544
41,0.000190581689272,0.000470798162803,0.001052812432896,0.002041714854718,0.004800573864546,0.001866451311708,0.003724159526252,0.000877408327411,0.000922584654845,0.000942531315026,0.002026301953826,0.001865852667452,0.00350251609164,0.005497819050015,0.013808990079424,0.001721963368562,0.005840932106166,0.000823273667814,0.000416930194142,0.000610350739111,0.000262781107575
42,0.000182845118455,0.000341579420246,0.000285343857664,0.001452963009365,0.004738467945707,0.001597777885303,0.000855422887685,0.000829707526872,0.000843003836749,0.000855294875411,0.001055810675813,0.001366325214004,0.003371728575068,0.005347541699911,0.013519490223633,0.001445090269033,0.005697306362613,0.000766262501916,0.000300439237021,0.000607296020847,0.000255259145307
43,0.000140443640582,0.000225027595932,0.000267246468881,0.000314790391351,0.002727595834819,0.001561730573435,0.000831518521216,0.000802845705918,0.000760846463159,0.000755943099948,0.001023143132305,0.001201366012498,0.003051635724336,0.003844491470227,0.013096062790748,0.001265296103448,0.005512056626085,0.000183679707381,0.00029329440835,0.000607085804144,0.000250556585312
44,0.000110176323301,0.000219166652047,0.000212649333428,0.000290047045225,0.0021971509639,0.001539288933511,0.000760443601594,0.00076699731457,0.000685845839761,0.000685671392078,0.000856462044108,0.000892226349443,0.002380190611028,0.003837755777664,0.006538700008234,0.00119724389958,0.005237819695225,0.0001816290052,0.000268714213722,0.000328529722544,4.6324670271396E-05
45,8.69571984781103E-05,0.000123728029045,0.000194009149287,0.000188861057712,0.000352646187299,0.001413745517161,0.000740689586275,0.00069717490479,0.000667878973515,0.000678034595304,0.000824306548579,0.00074728659906,0.00221917468291,0.002437413246532,0.006124070892728,0.001153832757532,0.000230320015376,0.000159518689914,0.000251589466078,0.000321517926673,4.47408357920942E-05
46,8.33716063758416E-05,0.000107173059858,0.000184153477192,0.000180126745356,0.000322401461272,0.001350233974691,0.000734408211212,0.000651064214387,0.000657944862385,0.000563522805667,0.000747226358318,0.000545873459841,0.002075491207763,0.002394800925505,0.002164547426529,0.001090870914759,0.00021741652824,0.000155449288063,0.000248706685233,0.000313078544598,4.26474624818241E-05
47,7.53382225796884E-05,9.1706821448021E-05,6.61878720057985E-05,7.04662354283237E-05,0.000190186358496,0.000195247227344,0.000575043889105,0.000532541380944,0.000632323002186,0.000487084557242,0.00070263738007,0.000483193368469,0.001983978914989,0.00222006260824,0.002004987948183,0.000981947728864,0.00019919175475,0.000136784629971,0.00023564004437,0.000306473373457,4.16390534382494E-05
48,3.06733166742923E-05,7.27108387168407E-05,5.86320245295724E-05,5.92865176809276E-05,9.68040857669728E-05,0.00015888176749,0.000413766289463,0.000436462070123,0.000519186086571,0.000436093094881,0.000689006607726,0.000398524698425,0.000999162838179,0.001741253652895,0.001497009191139,0.000843004464314,0.000186001494573,4.75564737851997E-05,0.000170494466616,0.000278666523146,2.94829302730015E-05
49,2.16196023139936E-05,6.16729374609015E-05,4.49297163734563E-05,2.46002745032747E-05,8.21655319445824E-05,0.000155746727494,0.000410407854997,0.000337563355914,0.000480348864679,0.000390003113035,0.000482427178639,0.000256044160995,0.000956317082744,0.001506136951574,0.001495905401013,0.000596999836584,0.000160369593322,3.74240697013839E-05,9.96172123822525E-05,0.000275967602357,2.56369206631746E-05
50,1.173443685623E-05,1.27936731550626E-05,3.82084567089436E-05,2.06093105730609E-05,4.0400976495949E-05,0.000119343617037,0.000304874478514,0.000310624979738,0.000399559463002,0.00037274156831,0.000432122838393,0.000233194011414,0.000693818981701,0.001300877802745,0.001399135829135,0.000579878225654,0.000141249991277,3.35736682457366E-05,8.61621428521886E-05,0.000264218732602,1.98023334265684E-05
51,6.52108401368423E-06,8.76254947327126E-06,1.15311233764714E-05,1.50313743346153E-05,2.93806459673362E-05,0.000101196028565,0.000274199280257,0.000293438736219,0.000388338956823,0.000251026590843,0.000413747463604,0.000154898334349,0.000537830036107,0.001248311917163,0.001373133069945,0.000215576040533,0.000134526848915,3.31482165420027E-05,6.23964561606272E-05,0.000260683341304,1.80063995465041E-05
52,3.75376412737438E-06,6.57755936101623E-06,7.31237424488995E-06,1.05942512590929E-05,2.31086832770622E-05,9.93335782846572E-05,0.000105267940678,0.000149324788842,0.000361431328026,0.000217785503482,0.000351508511965,0.000114392563284,0.000506536740171,0.000559618438012,0.000455951276089,0.000115741081773,0.000114401975657,2.30635029991966E-05,5.96510999621458E-05,6.69703774306818E-05,7.41905039637558E-06
53,2.98255488663912E-06,6.23933149876521E-06,5.26920173877343E-06,1.0447414241348E-05,1.86859930999361E-05,8.91685441240142E-05,7.21749454669052E-05,7.43040866829325E-05,0.0002889558053,0.000186001494573,0.000307912254731,8.76518524957248E-05,0.000490797534052,0.000294268303505,0.000115704058736,0.000104430841489,8.5504512986585E-05,2.28777602467645E-05,5.70645034166617E-05,3.9013551158078E-05,4.53062257486536E-06
54,2.07141073712336E-06,5.8910636986198E-06,3.21661574586685E-06,8.27497433013136E-06,1.68235439346454E-05,6.80860901915281E-05,6.36364169149672E-05,5.97176163620539E-05,0.00017189820755,0.00014008596041,0.000236349131286,8.1761416362891E-05,0.000409885139513,0.000275569761318,7.55045130221177E-05,8.93285589085835E-05,7.85002467902629E-05,2.16585080486809E-05,5.6775222341674E-05,2.48870464298001E-05,3.19779100165007E-06
55,1.32906617849926E-06,5.8904361328338E-06,6.78965987646052E-07,4.05371493540585E-06,4.0016314338942E-06,4.63039628298212E-05,4.89062474052737E-05,4.98380989963643E-05,0.000153149463444,0.000115490705318,0.00018187938054,6.67149815640933E-05,0.000202952422101,0.000246269435969,6.78350861707599E-05,8.71172132626796E-05,5.97734652582815E-05,2.1229290950231E-05,5.64897044320389E-05,2.22860181006013E-05,1.03476346254183E-06
56,7.23518699725645E-07,5.8904361328338E-06,2.67947182308603E-07,3.60128013223715E-06,2.82191253628383E-06,3.43938231590535E-05,3.62638031137763E-05,3.95933706689888E-05,0.000148825292178,8.32944224722532E-05,0.00015089607535,5.51085558667097E-05,0.000194976769898,0.000222439744255,5.9295930053036E-05,8.49341058477826E-05,3.52604145964897E-05,2.09054959863764E-05,5.54097595769498E-05,1.04041155461587E-05,6.25627354562397E-07
57,7.17244156547281E-07,5.79756419927691E-06,-6.55120717141244E-07,3.12751032170766E-06,2.30421757946075E-06,2.71473377482856E-05,1.88566753881858E-05,3.32523824303443E-05,0.000140437366039,7.25570995901315E-05,0.000132518816749,5.39162867680609E-05,0.000177009903652,0.000137978780652,5.74560699119964E-05,7.59651061805045E-05,2.88089848116435E-05,7.43097414630967E-06,5.23343338714355E-05,1.00301197781505E-05,-1.85742752432105E-07
58,7.17244156547281E-07,5.79128965609854E-06,-7.67444960700914E-07,2.77861495577625E-06,2.30359001367475E-06,1.57354407243382E-05,1.31262540399213E-05,2.54969857543941E-05,0.000115033878669,6.33540379489439E-05,0.000121693014894,4.48167645641107E-05,0.000166004633588,0.000101233050487,4.88811458885152E-05,7.31431936442206E-05,2.79549435752457E-05,5.07843846005329E-06,5.1911391316164E-05,6.84927193804086E-06,-4.411397337023E-07
